Latitude (decimal degrees):	38.246
Longitude (decimal degrees):	-0.807
Elevation (m):	120
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191019:0610,0.0,0.0,0.0,13.05,1.66,0.0
20191019:0710,135.2,186.41,9.54,13.13,1.52,0.0
20191019:0810,355.52,448.7,20.11,17.95,0.97,0.0
20191019:0910,507.22,656.89,29.43,21.79,0.69,0.0
20191019:1010,615.0,816.92,36.73,23.75,0.9,0.0
20191019:1110,664.47,884.55,41.05,25.12,1.72,0.0
20191019:1210,684.52,902.75,41.57,25.84,2.76,0.0
20191019:1310,657.83,856.37,38.15,26.02,3.45,0.0
20191019:1410,538.56,689.28,31.51,25.85,3.79,0.0
20191019:1510,412.66,526.86,22.62,25.43,3.72,0.0
20191019:1610,180.44,246.68,12.31,24.58,3.59,0.0
20191019:1710,0.0,0.0,0.0,23.09,2.83,0.0
20191019:1810,0.0,0.0,0.0,21.63,1.93,0.0
20191019:1910,0.0,0.0,0.0,20.4,1.17,0.0
20191019:2010,0.0,0.0,0.0,19.0,1.1,0.0
20191019:2110,0.0,0.0,0.0,18.23,1.03,0.0
20191019:2210,0.0,0.0,0.0,18.34,0.9,0.0
20191019:2310,0.0,0.0,0.0,17.86,0.83,0.0
20191020:0010,0.0,0.0,0.0,17.23,0.97,0.0
20191020:0110,0.0,0.0,0.0,16.71,0.9,0.0
20191020:0210,0.0,0.0,0.0,16.27,0.97,0.0
20191020:0310,0.0,0.0,0.0,16.69,0.9,0.0
20191020:0410,0.0,0.0,0.0,17.83,0.76,0.0
20191020:0510,0.0,0.0,0.0,15.35,1.66,0.0
20191020:0610,0.0,0.0,0.0,14.94,2.0,0.0
20191020:0710,41.19,66.22,9.32,15.63,1.66,0.0
20191020:0810,14.91,31.22,19.87,18.42,2.28,0.0
20191020:0910,24.54,44.46,29.15,18.44,3.17,0.0
20191020:1010,235.54,297.97,36.42,18.2,2.62,0.0
20191020:1110,38.25,62.43,40.7,19.03,2.62,0.0
20191020:1210,33.69,56.76,41.2,19.81,2.83,0.0
20191020:1310,30.05,52.03,37.8,19.85,2.55,0.0
20191020:1410,105.06,144.73,31.18,19.92,2.28,0.0
20191020:1510,90.71,127.44,22.32,19.97,2.07,0.0
20191020:1610,20.84,39.73,12.03,20.06,2.21,0.0
20191020:1710,0.0,0.0,0.0,19.6,1.59,0.0
20191020:1810,0.0,0.0,0.0,17.81,1.38,0.0
20191020:1910,0.0,0.0,0.0,16.26,1.24,0.0
20191020:2010,0.0,0.0,0.0,14.84,1.52,0.0
20191020:2110,0.0,0.0,0.0,13.65,1.86,0.0
20191020:2210,0.0,0.0,0.0,13.0,1.93,0.0
20191020:2310,0.0,0.0,0.0,12.45,2.0,0.0
20191021:0010,0.0,0.0,0.0,12.11,2.0,0.0
20191021:0110,0.0,0.0,0.0,11.75,1.93,0.0
20191021:0210,0.0,0.0,0.0,11.31,1.93,0.0
20191021:0310,0.0,0.0,0.0,10.99,1.79,0.0
20191021:0410,0.0,0.0,0.0,10.43,1.66,0.0
20191021:0510,0.0,0.0,0.0,10.22,1.52,0.0
20191021:0610,0.0,0.0,0.0,10.56,1.45,0.0
20191021:0710,85.88,121.94,9.11,10.82,1.45,0.0
20191021:0810,326.77,405.41,19.63,14.46,1.03,0.0
20191021:0910,570.76,723.24,28.88,16.6,0.83,0.0
20191021:1010,187.08,242.0,36.1,18.01,1.03,0.0
20191021:1110,190.84,247.22,40.36,18.82,1.38,0.0
20191021:1210,131.08,175.95,40.84,19.38,1.52,0.0
20191021:1310,150.3,199.33,37.45,19.94,1.79,0.0
20191021:1410,314.97,395.8,30.86,19.81,2.21,0.0
20191021:1510,173.03,224.35,22.03,19.19,2.69,0.0
20191021:1610,63.1,93.77,11.76,18.17,2.97,0.0
20191021:1710,0.0,0.0,0.0,17.1,2.55,0.0
20191021:1810,0.0,0.0,0.0,16.19,1.66,0.0
20191021:1910,0.0,0.0,0.0,16.09,1.17,0.0
20191021:2010,0.0,0.0,0.0,15.16,1.17,0.0
20191021:2110,0.0,0.0,0.0,15.85,0.34,0.0
20191021:2210,0.0,0.0,0.0,14.18,1.03,0.0
20191021:2310,0.0,0.0,0.0,13.77,1.38,0.0
20191022:0010,0.0,0.0,0.0,14.03,1.72,0.0
20191022:0110,0.0,0.0,0.0,14.04,2.0,0.0
20191022:0210,0.0,0.0,0.0,13.95,1.72,0.0
20191022:0310,0.0,0.0,0.0,14.11,2.28,0.0
20191022:0410,0.0,0.0,0.0,14.2,2.07,0.0
20191022:0510,0.0,0.0,0.0,14.24,2.14,0.0
20191022:0610,0.0,0.0,0.0,14.28,2.21,0.0
20191022:0710,18.0,35.0,8.9,14.32,4.07,0.0
20191022:0810,63.45,91.76,19.39,13.96,4.28,0.0
20191022:0910,64.36,92.71,28.6,13.58,4.28,0.0
20191022:1010,47.05,71.89,35.79,13.58,3.79,0.0
20191022:1110,81.78,113.52,40.01,13.97,3.86,0.0
20191022:1210,98.71,133.38,40.48,14.07,4.07,0.0
20191022:1310,270.16,332.32,37.1,14.37,3.38,0.0
20191022:1410,27.87,48.24,30.54,15.17,3.59,0.0
20191022:1510,35.24,57.7,21.74,15.34,3.38,0.0
20191022:1610,48.77,74.82,11.5,14.92,2.76,0.0
20191022:1710,0.0,0.0,0.0,14.27,2.55,0.0
20191022:1810,0.0,0.0,0.0,13.65,2.41,0.0
20191022:1910,0.0,0.0,0.0,13.3,2.41,0.0
20191022:2010,0.0,0.0,0.0,12.78,2.83,0.0
20191022:2110,0.0,0.0,0.0,12.46,2.28,0.0
20191022:2210,0.0,0.0,0.0,11.72,2.07,0.0
20191022:2310,0.0,0.0,0.0,11.08,1.93,0.0
20191023:0010,0.0,0.0,0.0,10.44,1.72,0.0
20191023:0110,0.0,0.0,0.0,9.85,1.59,0.0
20191023:0210,0.0,0.0,0.0,9.11,1.66,0.0
20191023:0310,0.0,0.0,0.0,8.54,1.59,0.0
20191023:0410,0.0,0.0,0.0,8.02,1.52,0.0
20191023:0510,0.0,0.0,0.0,7.59,1.52,0.0
20191023:0610,0.0,0.0,0.0,7.47,1.45,0.0
20191023:0710,55.69,82.9,8.68,8.11,1.17,0.0
20191023:0810,259.62,319.76,19.15,11.27,0.76,0.0
20191023:0910,423.3,521.13,28.33,13.97,0.97,0.0
20191023:1010,710.94,904.69,35.47,15.68,1.59,0.0
20191023:1110,778.4,1001.44,39.67,16.68,2.0,0.0
20191023:1210,791.38,1012.0,40.13,17.38,2.69,0.0
20191023:1310,596.46,741.51,36.76,17.56,3.1,0.0
20191023:1410,301.71,374.3,30.23,17.62,2.97,0.0
20191023:1510,87.24,121.87,21.45,17.69,3.03,0.0
20191023:1610,4.01,14.19,11.23,17.1,2.76,0.0
20191023:1710,0.0,0.0,0.0,15.71,2.55,0.0
20191023:1810,0.0,0.0,0.0,14.56,2.41,0.0
20191023:1910,0.0,0.0,0.0,13.41,1.79,0.0
20191023:2010,0.0,0.0,0.0,12.29,1.66,0.0
20191023:2110,0.0,0.0,0.0,11.36,1.79,0.0
20191023:2210,0.0,0.0,0.0,10.79,1.93,0.0
20191023:2310,0.0,0.0,0.0,10.61,2.07,0.0
20191024:0010,0.0,0.0,0.0,10.67,2.21,0.0
20191024:0110,0.0,0.0,0.0,10.75,2.21,0.0
20191024:0210,0.0,0.0,0.0,10.5,2.48,0.0
20191024:0310,0.0,0.0,0.0,10.49,2.69,0.0
20191024:0410,0.0,0.0,0.0,10.51,2.69,0.0
20191024:0510,0.0,0.0,0.0,10.49,2.76,0.0
20191024:0610,0.0,0.0,0.0,10.5,2.83,0.0
20191024:0710,129.74,178.29,8.47,11.29,3.1,0.0
20191024:0810,394.42,479.33,18.91,13.39,3.17,0.0
20191024:0910,454.08,548.45,28.05,15.67,4.55,0.0
20191024:1010,381.87,465.37,35.16,17.4,5.52,0.0
20191024:1110,732.35,906.11,39.33,18.6,5.66,0.0
20191024:1210,763.13,951.46,39.78,19.38,5.52,0.0
20191024:1310,712.23,886.05,36.43,19.82,5.31,0.0
20191024:1410,578.16,713.24,29.92,19.67,4.83,0.0
20191024:1510,403.48,499.54,21.17,19.71,4.41,0.0
20191024:1610,184.82,247.95,10.98,19.32,3.31,0.0
20191024:1710,0.0,0.0,0.0,18.12,2.55,0.0
20191024:1810,0.0,0.0,0.0,16.74,2.48,0.0
20191024:1910,0.0,0.0,0.0,16.01,2.55,0.0
20191024:2010,0.0,0.0,0.0,15.49,2.76,0.0
20191024:2110,0.0,0.0,0.0,15.09,2.83,0.0
20191024:2210,0.0,0.0,0.0,14.67,2.76,0.0
20191024:2310,0.0,0.0,0.0,14.27,2.76,0.0
20191025:0010,0.0,0.0,0.0,13.87,2.69,0.0
20191025:0110,0.0,0.0,0.0,13.29,2.62,0.0
20191025:0210,0.0,0.0,0.0,12.85,2.55,0.0
20191025:0310,0.0,0.0,0.0,12.42,2.48,0.0
20191025:0410,0.0,0.0,0.0,12.0,2.41,0.0
20191025:0510,0.0,0.0,0.0,11.51,2.21,0.0
20191025:0610,0.0,0.0,0.0,11.02,2.28,0.0
20191025:0710,130.4,179.35,8.25,10.78,2.14,0.0
20191025:0810,374.36,457.93,18.67,12.99,1.93,0.0
20191025:0910,557.37,695.79,27.78,16.29,1.59,0.0
20191025:1010,667.57,870.88,34.85,18.63,0.83,0.0
20191025:1110,707.56,957.87,38.99,20.16,0.21,0.0
20191025:1210,724.58,976.06,39.43,21.09,0.69,0.0
20191025:1310,664.24,875.76,36.09,21.55,1.1,0.0
20191025:1410,568.04,732.65,29.61,21.64,1.38,0.0
20191025:1510,403.31,513.69,20.89,21.41,1.52,0.0
20191025:1610,183.48,249.63,10.72,20.74,1.52,0.0
20191025:1710,0.0,0.0,0.0,19.42,1.31,0.0
20191025:1810,0.0,0.0,0.0,17.55,0.9,0.0
20191025:1910,0.0,0.0,0.0,17.59,0.55,0.0
20191025:2010,0.0,0.0,0.0,16.99,0.28,0.0
20191025:2110,0.0,0.0,0.0,15.72,1.03,0.0
20191025:2210,0.0,0.0,0.0,13.16,1.59,0.0
20191025:2310,0.0,0.0,0.0,12.21,1.72,0.0
20191026:0010,0.0,0.0,0.0,11.72,1.72,0.0
20191026:0110,0.0,0.0,0.0,11.35,1.72,0.0
20191026:0210,0.0,0.0,0.0,11.08,1.72,0.0
20191026:0310,0.0,0.0,0.0,10.86,1.72,0.0
20191026:0410,0.0,0.0,0.0,10.69,1.72,0.0
20191026:0510,0.0,0.0,0.0,10.54,1.79,0.0
20191026:0610,0.0,0.0,0.0,10.4,1.79,0.0
20191026:0710,130.35,179.29,8.03,10.3,1.66,0.0
20191026:0810,363.22,450.79,18.43,14.15,0.9,0.0
20191026:0910,536.01,687.95,27.5,18.43,0.41,0.0
20191026:1010,639.66,843.08,34.54,20.2,0.55,0.0
20191026:1110,720.17,962.69,38.65,21.28,0.97,0.0
20191026:1210,718.65,953.54,39.09,21.92,1.45,0.0
20191026:1310,665.22,866.46,35.76,22.16,1.93,0.0
20191026:1410,566.74,724.65,29.31,22.04,2.14,0.0
20191026:1510,400.2,506.65,20.62,21.53,2.28,0.0
20191026:1610,181.05,245.86,10.47,20.59,2.28,0.0
20191026:1710,0.0,0.0,0.0,19.23,1.52,0.0
20191026:1810,0.0,0.0,0.0,17.75,1.1,0.0
20191026:1910,0.0,0.0,0.0,17.47,0.62,0.0
20191026:2010,0.0,0.0,0.0,17.18,0.48,0.0
20191026:2110,0.0,0.0,0.0,15.62,1.03,0.0
20191026:2210,0.0,0.0,0.0,13.86,1.45,0.0
20191026:2310,0.0,0.0,0.0,12.89,1.59,0.0
20191027:0010,0.0,0.0,0.0,12.22,1.52,0.0
20191027:0110,0.0,0.0,0.0,11.95,1.45,0.0
20191027:0210,0.0,0.0,0.0,12.11,1.31,0.0
20191027:0310,0.0,0.0,0.0,12.13,1.38,0.0
20191027:0410,0.0,0.0,0.0,12.51,1.45,0.0
20191027:0510,0.0,0.0,0.0,12.99,1.52,0.0
20191027:0610,0.0,0.0,0.0,13.15,1.52,0.0
20191027:0710,112.64,160.57,7.82,15.0,0.9,0.0
20191027:0810,343.74,432.28,18.18,16.5,0.69,0.0
20191027:0910,523.78,669.09,27.23,17.68,0.34,0.0
20191027:1010,633.16,829.79,34.24,18.88,0.41,0.0
20191027:1110,517.66,665.15,38.32,19.6,0.76,0.0
20191027:1210,495.07,636.53,38.75,20.61,0.9,0.0
20191027:1310,602.94,784.77,35.44,21.12,1.1,0.0
20191027:1410,550.41,704.35,29.01,21.2,1.59,0.0
20191027:1510,387.24,489.7,20.35,21.02,2.07,0.0
20191027:1610,73.79,108.95,10.23,20.4,2.14,0.0
20191027:1710,0.0,0.0,0.0,19.13,1.66,0.0
20191027:1810,0.0,0.0,0.0,17.96,1.17,0.0
20191027:1910,0.0,0.0,0.0,17.28,0.76,0.0
20191027:2010,0.0,0.0,0.0,17.48,0.55,0.0
20191027:2110,0.0,0.0,0.0,16.98,0.07,0.0
20191027:2210,0.0,0.0,0.0,16.56,0.62,0.0
20191027:2310,0.0,0.0,0.0,14.86,1.1,0.0
20191028:0010,0.0,0.0,0.0,13.88,1.24,0.0
20191028:0110,0.0,0.0,0.0,13.55,1.24,0.0
20191028:0210,0.0,0.0,0.0,12.73,1.24,0.0
20191028:0310,0.0,0.0,0.0,12.53,1.1,0.0
20191028:0410,0.0,0.0,0.0,13.08,1.24,0.0
20191028:0510,0.0,0.0,0.0,13.19,1.38,0.0
20191028:0610,0.0,0.0,0.0,13.01,1.38,0.0
20191028:0710,99.36,142.04,7.6,13.04,1.52,0.0
20191028:0810,330.3,407.24,17.94,13.61,1.38,0.0
20191028:0910,506.2,625.92,26.96,14.95,1.38,0.0
20191028:1010,426.02,529.73,33.93,16.98,1.52,0.0
20191028:1110,669.46,858.73,37.99,18.21,1.66,0.0
20191028:1210,454.39,572.25,38.41,19.18,1.66,0.0
20191028:1310,324.5,409.27,35.12,19.73,1.66,0.0
20191028:1410,162.85,213.51,28.71,19.72,1.93,0.0
20191028:1510,166.7,217.71,20.08,19.65,1.93,0.0
20191028:1610,82.81,120.28,9.99,19.53,1.66,0.0
20191028:1710,0.0,0.0,0.0,18.54,1.24,0.0
20191028:1810,0.0,0.0,0.0,16.87,1.03,0.0
20191028:1910,0.0,0.0,0.0,16.35,0.83,0.0
20191028:2010,0.0,0.0,0.0,15.76,0.9,0.0
20191028:2110,0.0,0.0,0.0,14.98,1.03,0.0
20191028:2210,0.0,0.0,0.0,14.12,1.17,0.0
20191028:2310,0.0,0.0,0.0,13.42,1.31,0.0
20191029:0010,0.0,0.0,0.0,12.91,1.38,0.0
20191029:0110,0.0,0.0,0.0,12.71,1.45,0.0
20191029:0210,0.0,0.0,0.0,12.45,1.45,0.0
20191029:0310,0.0,0.0,0.0,12.22,1.52,0.0
20191029:0410,0.0,0.0,0.0,12.16,1.66,0.0
20191029:0510,0.0,0.0,0.0,12.33,1.72,0.0
20191029:0610,0.0,0.0,0.0,12.34,1.86,0.0
20191029:0710,116.37,164.03,7.38,12.82,2.0,0.0
20191029:0810,355.45,439.14,17.7,14.74,1.79,0.0
20191029:0910,522.28,655.71,26.68,18.52,1.72,0.0
20191029:1010,626.56,806.82,33.62,21.15,1.86,0.0
20191029:1110,694.72,910.99,37.66,22.91,2.07,0.0
20191029:1210,690.69,913.81,38.08,24.13,1.93,0.0
20191029:1310,632.52,835.28,34.8,24.88,1.66,0.0
20191029:1410,532.58,695.13,28.42,25.22,1.52,0.0
20191029:1510,370.88,480.35,19.82,25.07,1.59,0.0
20191029:1610,149.89,210.39,9.75,24.15,1.66,0.0
20191029:1710,0.0,0.0,0.0,22.25,1.79,0.0
20191029:1810,0.0,0.0,0.0,20.36,1.52,0.0
20191029:1910,0.0,0.0,0.0,19.56,1.1,0.0
20191029:2010,0.0,0.0,0.0,18.19,1.38,0.0
20191029:2110,0.0,0.0,0.0,16.8,1.66,0.0
20191029:2210,0.0,0.0,0.0,15.9,1.86,0.0
20191029:2310,0.0,0.0,0.0,15.56,1.93,0.0
20191030:0010,0.0,0.0,0.0,15.48,2.14,0.0
20191030:0110,0.0,0.0,0.0,15.46,2.28,0.0
20191030:0210,0.0,0.0,0.0,15.34,2.28,0.0
20191030:0310,0.0,0.0,0.0,15.11,2.21,0.0
20191030:0410,0.0,0.0,0.0,14.8,2.28,0.0
20191030:0510,0.0,0.0,0.0,14.55,2.41,0.0
20191030:0610,0.0,0.0,0.0,14.49,2.28,0.0
20191030:0710,120.47,171.11,7.16,14.48,1.86,0.0
20191030:0810,363.74,453.07,17.46,16.06,1.59,0.0
20191030:0910,513.53,646.95,26.41,18.84,1.52,0.0
20191030:1010,614.87,791.42,33.32,20.95,1.72,0.0
20191030:1110,682.78,900.85,37.33,22.29,1.45,0.0
20191030:1210,680.41,903.85,37.75,23.27,1.38,0.0
20191030:1310,634.34,838.12,34.48,24.04,1.38,0.0
20191030:1410,521.29,679.51,28.14,24.46,1.24,0.0
20191030:1510,393.67,512.68,19.57,24.54,0.9,0.0
20191030:1610,98.19,143.44,9.52,24.02,0.48,0.0
20191030:1710,0.0,0.0,0.0,22.37,0.83,0.0
20191030:1810,0.0,0.0,0.0,20.82,0.76,0.0
20191030:1910,0.0,0.0,0.0,18.97,1.24,0.0
20191030:2010,0.0,0.0,0.0,17.64,1.52,0.0
20191030:2110,0.0,0.0,0.0,16.82,1.86,0.0
20191030:2210,0.0,0.0,0.0,16.69,2.0,0.0
20191030:2310,0.0,0.0,0.0,16.56,2.14,0.0
20191031:0010,0.0,0.0,0.0,16.45,2.14,0.0
20191031:0110,0.0,0.0,0.0,15.86,2.21,0.0
20191031:0210,0.0,0.0,0.0,15.66,2.55,0.0
20191031:0310,0.0,0.0,0.0,15.65,2.41,0.0
20191031:0410,0.0,0.0,0.0,15.94,2.48,0.0
20191031:0510,0.0,0.0,0.0,16.42,2.62,0.0
20191031:0610,0.0,0.0,0.0,16.52,2.83,0.0
20191031:0710,76.45,114.87,6.95,17.13,2.69,0.0
20191031:0810,335.34,420.14,17.21,18.74,2.69,0.0
20191031:0910,487.58,606.95,26.14,20.78,3.59,0.0
20191031:1010,573.32,718.86,33.02,22.19,4.34,0.0
20191031:1110,685.37,872.9,37.01,23.51,4.55,0.0
20191031:1210,515.07,651.43,37.42,24.44,4.62,0.0
20191031:1310,396.92,502.6,34.18,25.0,4.55,0.0
20191031:1410,473.17,598.93,27.86,25.2,4.34,0.0
20191031:1510,108.75,151.81,19.31,25.18,4.0,0.0
20191031:1610,98.28,143.22,9.29,24.55,3.1,0.0
20191031:1710,0.0,0.0,0.0,23.15,2.69,0.0
20191031:1810,0.0,0.0,0.0,21.69,2.62,0.0
20191031:1910,0.0,0.0,0.0,21.5,2.83,0.0
20191031:2010,0.0,0.0,0.0,20.84,2.83,0.0
20191031:2110,0.0,0.0,0.0,20.1,2.62,0.0
20191031:2210,0.0,0.0,0.0,19.33,2.62,0.0
20191031:2310,0.0,0.0,0.0,18.76,2.55,0.0
20191101:0010,0.0,0.0,0.0,18.31,2.62,0.0
20191101:0110,0.0,0.0,0.0,18.02,2.69,0.0
20191101:0210,0.0,0.0,0.0,17.94,2.83,0.0
20191101:0310,0.0,0.0,0.0,17.87,2.9,0.0
20191101:0410,0.0,0.0,0.0,17.72,2.83,0.0
20191101:0510,0.0,0.0,0.0,17.63,2.9,0.0
20191101:0610,0.0,0.0,0.0,17.74,3.03,0.0
20191101:0710,25.87,47.03,6.73,18.51,3.38,0.0
20191101:0810,357.36,448.91,16.97,19.71,2.97,0.0
20191101:0910,476.65,593.0,25.87,21.49,4.14,0.0
20191101:1010,617.37,778.23,32.72,23.02,4.55,0.0
20191101:1110,677.74,865.53,36.69,24.31,4.62,0.0
20191101:1210,670.51,861.38,37.1,25.38,4.55,0.0
20191101:1310,642.63,825.44,33.87,26.07,4.48,0.0
20191101:1410,230.65,300.4,27.58,26.47,4.48,0.0
20191101:1510,108.39,152.11,19.07,26.28,4.0,0.0
20191101:1610,30.05,53.47,9.07,25.55,3.17,0.0
20191101:1710,0.0,0.0,0.0,23.82,2.62,0.0
20191101:1810,0.0,0.0,0.0,22.36,2.48,0.0
20191101:1910,0.0,0.0,0.0,22.22,2.76,0.0
20191101:2010,0.0,0.0,0.0,21.55,2.97,0.0
20191101:2110,0.0,0.0,0.0,21.0,3.17,0.0
20191101:2210,0.0,0.0,0.0,20.58,3.31,0.0
20191101:2310,0.0,0.0,0.0,20.24,3.59,0.0
20191102:0010,0.0,0.0,0.0,19.93,3.72,0.0
20191102:0110,0.0,0.0,0.0,19.61,3.72,0.0
20191102:0210,0.0,0.0,0.0,19.16,3.52,0.0
20191102:0310,0.0,0.0,0.0,18.73,3.31,0.0
20191102:0410,0.0,0.0,0.0,18.22,3.1,0.0
20191102:0510,0.0,0.0,0.0,17.77,3.03,0.0
20191102:0610,0.0,0.0,0.0,17.44,2.97,0.0
20191102:0710,7.38,19.87,6.51,17.62,2.97,0.0
20191102:0810,107.38,146.54,16.73,18.72,2.28,0.0
20191102:0910,61.98,92.71,25.6,20.86,2.97,0.0
20191102:1010,97.08,136.22,32.43,22.35,3.79,0.0
20191102:1110,653.49,829.52,36.37,23.26,4.48,0.0
20191102:1210,692.83,881.24,36.78,23.98,5.1,0.0
20191102:1310,646.13,818.28,33.57,24.48,5.31,0.0
20191102:1410,477.07,598.43,27.31,24.28,5.17,0.0
20191102:1510,365.39,462.0,18.83,23.77,4.48,0.0
20191102:1610,134.02,188.59,8.85,23.1,3.72,0.0
20191102:1710,0.0,0.0,0.0,21.54,3.31,0.0
20191102:1810,0.0,0.0,0.0,20.41,2.9,0.0
20191102:1910,0.0,0.0,0.0,20.29,2.9,0.0
20191102:2010,0.0,0.0,0.0,19.56,2.69,0.0
20191102:2110,0.0,0.0,0.0,18.74,2.48,0.0
20191102:2210,0.0,0.0,0.0,18.16,2.28,0.0
20191102:2310,0.0,0.0,0.0,17.83,2.28,0.0
20191103:0010,0.0,0.0,0.0,17.76,2.28,0.0
20191103:0110,0.0,0.0,0.0,17.97,2.62,0.0
20191103:0210,0.0,0.0,0.0,18.15,2.76,0.0
20191103:0310,0.0,0.0,0.0,18.29,3.38,0.0
20191103:0410,0.0,0.0,0.0,18.07,3.86,0.0
20191103:0510,0.0,0.0,0.0,17.89,4.0,0.0
20191103:0610,0.0,0.0,0.0,17.47,3.72,0.0
20191103:0710,26.47,48.01,6.29,17.59,3.38,0.0
20191103:0810,103.57,141.67,16.49,18.52,3.17,0.0
20191103:0910,202.78,258.95,25.33,20.03,4.41,0.0
20191103:1010,424.65,524.07,32.13,21.29,6.07,0.0
20191103:1110,698.24,872.91,36.06,21.93,6.07,0.0
20191103:1210,685.72,853.49,36.47,22.98,7.66,0.0
20191103:1310,596.94,742.61,33.28,23.15,6.76,0.0
20191103:1410,538.02,667.37,27.04,23.27,6.69,0.0
20191103:1510,234.22,299.05,18.59,22.89,6.07,0.0
20191103:1610,131.25,183.76,8.64,22.05,5.45,0.0
20191103:1710,0.0,0.0,0.0,20.68,4.9,0.0
20191103:1810,0.0,0.0,0.0,19.53,4.41,0.0
20191103:1910,0.0,0.0,0.0,19.47,4.48,0.0
20191103:2010,0.0,0.0,0.0,18.77,4.0,0.0
20191103:2110,0.0,0.0,0.0,18.11,3.59,0.0
20191103:2210,0.0,0.0,0.0,17.38,3.38,0.0
20191103:2310,0.0,0.0,0.0,16.73,3.38,0.0
20191104:0010,0.0,0.0,0.0,16.27,3.31,0.0
20191104:0110,0.0,0.0,0.0,15.76,3.31,0.0
20191104:0210,0.0,0.0,0.0,15.44,3.45,0.0
20191104:0310,0.0,0.0,0.0,15.29,3.59,0.0
20191104:0410,0.0,0.0,0.0,15.15,3.45,0.0
20191104:0510,0.0,0.0,0.0,14.81,3.17,0.0
20191104:0610,0.0,0.0,0.0,14.48,2.83,0.0
20191104:0710,111.15,160.59,6.07,15.3,2.83,0.0
20191104:0810,260.2,326.08,16.25,16.59,2.21,0.0
20191104:0910,421.88,522.25,25.07,18.62,2.69,0.0
20191104:1010,580.91,728.71,31.84,20.21,3.17,0.0
20191104:1110,678.52,862.62,35.75,21.32,3.52,0.0
20191104:1210,688.4,878.74,36.16,22.13,3.66,0.0
20191104:1310,641.33,816.01,32.99,22.88,3.72,0.0
20191104:1410,532.31,671.21,26.78,23.33,3.86,0.0
20191104:1510,365.87,463.17,18.36,23.37,3.86,0.0
20191104:1610,147.22,205.99,8.43,22.71,3.24,0.0
20191104:1710,0.0,0.0,0.0,21.0,3.1,0.0
20191104:1810,0.0,0.0,0.0,19.59,3.59,0.0
20191104:1910,0.0,0.0,0.0,19.3,3.45,0.0
20191104:2010,0.0,0.0,0.0,18.32,3.24,0.0
20191104:2110,0.0,0.0,0.0,17.46,3.03,0.0
20191104:2210,0.0,0.0,0.0,16.68,2.76,0.0
20191104:2310,0.0,0.0,0.0,15.99,2.48,0.0
20191105:0010,0.0,0.0,0.0,15.4,2.41,0.0
20191105:0110,0.0,0.0,0.0,15.1,2.48,0.0
20191105:0210,0.0,0.0,0.0,15.05,2.62,0.0
20191105:0310,0.0,0.0,0.0,14.93,2.62,0.0
20191105:0410,0.0,0.0,0.0,15.32,3.03,0.0
20191105:0510,0.0,0.0,0.0,15.29,3.45,0.0
20191105:0610,0.0,0.0,0.0,15.1,3.86,0.0
20191105:0710,126.97,181.54,5.86,15.48,4.48,0.0
20191105:0810,328.78,403.53,16.01,15.57,4.28,0.0
20191105:0910,519.24,624.19,24.8,15.96,5.86,0.0
20191105:1010,643.05,778.19,31.55,16.62,6.28,0.0
20191105:1110,726.01,887.39,35.44,17.58,6.55,0.0
20191105:1210,736.0,903.81,35.85,18.59,6.76,0.0
20191105:1310,684.35,839.73,32.7,19.41,6.76,0.0
20191105:1410,567.06,693.02,26.53,19.82,6.55,0.0
20191105:1510,428.48,527.08,18.13,19.75,6.34,0.0
20191105:1610,159.39,217.29,8.23,18.95,4.97,0.0
20191105:1710,0.0,0.0,0.0,17.66,4.34,0.0
20191105:1810,0.0,0.0,0.0,16.57,3.93,0.0
20191105:1910,0.0,0.0,0.0,15.96,3.59,0.0
20191105:2010,0.0,0.0,0.0,15.23,3.38,0.0
20191105:2110,0.0,0.0,0.0,14.64,3.31,0.0
20191105:2210,0.0,0.0,0.0,14.19,3.38,0.0
20191105:2310,0.0,0.0,0.0,13.91,3.66,0.0
20191106:0010,0.0,0.0,0.0,13.82,4.07,0.0
20191106:0110,0.0,0.0,0.0,13.75,4.41,0.0
20191106:0210,0.0,0.0,0.0,13.61,4.62,0.0
20191106:0310,0.0,0.0,0.0,13.34,4.69,0.0
20191106:0410,0.0,0.0,0.0,13.02,4.69,0.0
20191106:0510,0.0,0.0,0.0,12.69,4.69,0.0
20191106:0610,0.0,0.0,0.0,12.38,4.62,0.0
20191106:0710,79.19,117.98,5.64,12.45,3.79,0.0
20191106:0810,320.38,391.2,15.78,13.48,3.38,0.0
20191106:0910,528.91,637.74,24.54,15.11,4.55,0.0
20191106:1010,637.27,779.37,31.26,16.77,4.69,0.0
20191106:1110,716.83,890.54,35.14,18.22,4.69,0.0
20191106:1210,725.05,906.92,35.55,19.23,4.62,0.0
20191106:1310,669.52,836.03,32.42,19.83,4.41,0.0
20191106:1410,554.95,688.5,26.27,20.1,4.14,0.0
20191106:1510,377.15,469.84,17.91,19.96,3.86,0.0
20191106:1610,146.82,202.62,8.03,19.42,3.17,0.0
20191106:1710,0.0,0.0,0.0,18.0,2.41,0.0
20191106:1810,0.0,0.0,0.0,16.57,2.14,0.0
20191106:1910,0.0,0.0,0.0,15.31,2.83,0.0
